"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/all_with_default_time.csv --bytes --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
8.647,2.506,88.722,0.125,0,0,0,0,0,0,153,0,1.390,1.250,1.280,5419347968,2645647360,7909953536,11000475648,14020,98233,0,0,0,0,0,108527616,914878464,2597,6293,0,14144,181927,0,0,5,83,12,13,82,0,1205,26,33,0,0,7,23,0,7,2,25,15,56,975,55,920,0,803,1585,725,0,0,0,0,0,159503,3141,483079,22688
9.352,3.117,87.531,0,0,0,0,0,0,0,127,0,1.390,1.250,1.280,5428166656,2635730944,7911051264,10976870400,7437,8534,2,0,7,0,0,108527616,914878464,2645,7239,0,14112,181979,0,0,5,83,12,13,82,0,1205,26,33,0,0,7,23,0,7,2,25,15,56,975,55,920,0,6973,9146,7712,0,0,0,0,0,159503,3141,480658,22688
7.945,2.774,88.903,0.378,0,0,9871360,0,0,0,161,0,1.270,1.230,1.270,5429231616,2636791808,7908921344,10976497664,6184,7788,0,0,1,0,352,108527616,914878464,2744,6597,0,14112,181944,0,0,5,83,12,13,82,0,1205,26,33,0,0,7,23,0,7,2,25,15,56,975,55,920,0,231,1946,2461,0,0,0,0,0,159503,3141,480830,22688
8.931,2.893,88.050,0.126,0,0,385024,0,0,0,126,0,1.270,1.230,1.270,5430394880,2634723328,7909826560,10974273536,6726,8678,0,0,8,0,26,108527616,914878464,2615,7064,0,14112,181946,0,0,5,83,12,13,82,0,1205,26,33,0,0,7,23,0,7,2,25,15,56,975,55,920,0,1458,2258,2047,0,0,0,0,0,159503,3141,480412,22688
8.385,3.129,88.360,0.125,0,0,0,0,0,0,120,0,1.270,1.230,1.270,5430394880,2634674176,7909875712,10973835264,6184,7764,0,0,1,0,0,108527616,914878464,2547,5861,0,14112,181946,0,0,5,83,12,13,82,0,1205,26,33,0,0,7,23,0,7,2,25,15,56,975,55,920,0,485,648,804,0,0,0,0,0,159503,3141,480400,22688
8.479,3.242,88.279,0,0,0,0,0,0,0,123,0,1.270,1.230,1.270,5430038528,2636095488,7908810752,10975256576,6424,7840,0,0,0,0,0,108527616,914878464,2488,5698,0,14080,181943,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,88,524,1186,0,0,0,0,0,159503,3141,480747,22688
10.612,3.121,86.142,0.125,0,0,0,0,0,0,119,0,1.270,1.230,1.270,5423652864,2641125376,7910166528,11045199872,6224,7686,1,0,0,0,0,108527616,914878464,2610,6953,0,14112,181978,0,0,5,83,12,13,82,0,1206,26,33,0,0,7,23,0,6,2,25,14,56,977,55,922,0,2352,3626,5267,0,0,0,0,0,159503,3141,481975,22688
9.912,2.384,87.704,0,0,0,598016,0,0,0,118,0,1.170,1.210,1.260,5419376640,2644074496,7911493632,11042004992,6184,7646,0,0,8,0,66,108527616,914878464,2817,7588,0,14112,181979,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,665,1420,3075,0,0,0,0,0,159503,3141,482758,22688
8.805,3.899,87.044,0.252,0,0,1384448,0,0,0,159,0,1.170,1.210,1.260,5392936960,2669428736,7912579072,11035136000,6424,7982,0,0,18,0,226,108527616,914878464,2940,10019,0,14080,182027,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,21,1,6,3,25,14,56,975,55,920,0,7551,9203,14688,0,0,0,0,0,159503,3141,488885,22688
8.586,2.904,88.510,0,0,0,0,0,0,0,145,0,1.170,1.210,1.260,5392596992,2669817856,7912529920,11035582464,23405,13845,2,0,0,0,0,108527616,914878464,2667,6689,0,14080,182027,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,109,600,825,0,0,0,0,0,159503,3141,488984,22688
7.789,2.889,89.196,0.126,0,0,0,0,0,0,128,0,1.170,1.210,1.260,5370060800,2694479872,7910404096,11038806016,6997,8322,1,0,0,0,0,108527616,914878464,2467,5745,0,14080,181999,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,513,1036,6218,0,0,0,0,0,159503,3141,494893,22688
8.875,2.875,88.250,0,0,0,0,0,0,0,120,0,1.170,1.210,1.260,5371289600,2693320704,7910334464,11037515776,6184,7646,1,0,0,0,0,108527616,914878464,2592,5678,0,14080,182000,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,786,1033,809,0,0,0,0,0,159503,3141,494600,22688
8.966,3.985,86.800,0.249,0,0,8151040,0,0,0,123,0,1.080,1.190,1.250,5368791040,2695819264,7910334464,11042131968,6481,7970,0,0,8,0,94,108527616,914878464,2727,7138,0,14080,181996,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,1072,2885,3098,0,0,0,0,0,159503,3141,495328,22688
10.302,2.387,87.186,0.126,0,0,655360,0,0,0,132,0,1.080,1.190,1.250,5360840704,2702196736,7911907328,11046604800,7517,11475,1,0,8,0,18,108527616,914878464,2681,8037,0,14112,182020,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,3117,4354,4378,0,0,0,0,0,159503,3141,496885,22688
10.683,2.733,86.460,0.124,0,0,0,0,0,0,162,0,1.080,1.190,1.250,5359927296,2702020608,7912996864,11048636416,17678,10107,0,0,0,0,0,108527616,914878464,2818,6827,0,14080,182034,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,1671,2998,2129,0,0,0,0,0,159503,3141,496842,22688
8.816,2.519,88.665,0,0,0,0,0,0,0,130,0,1.080,1.190,1.250,5360349184,2701856768,7912738816,11048472576,9168,10330,0,0,0,0,0,108527616,914878464,2630,5918,0,14080,182034,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,1074,1973,1599,0,0,0,0,0,159503,3141,496802,22688
9.560,2.516,87.673,0.252,0,16384,516096,0,0,0,122,0,1.080,1.190,1.250,5380624384,2682335232,7911981056,11028357120,6336,7902,0,0,1,4,68,108527616,914878464,2621,6350,0,14112,182052,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,1,6103,7538,4790,0,0,0,0,0,159503,3141,491980,22688
8.375,4.125,87.500,0,0,0,7626752,0,0,0,122,0,1.230,1.220,1.260,5380882432,2682236928,7911821312,11028123648,6580,8092,2,0,8,0,56,108527616,914878464,2664,7100,0,14112,182052,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,1384,2862,3137,0,0,0,0,0,159503,3141,491952,22688
8.532,2.886,88.457,0.125,0,0,0,0,0,0,124,0,1.230,1.220,1.260,5381816320,2681303040,7911821312,11027189760,6502,8088,1,0,8,0,0,108527616,914878464,2547,6806,0,14112,182052,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,1340,1933,2246,0,0,0,0,0,159503,3141,491849,22688
8.772,3.008,88.221,0,0,0,0,0,0,0,131,0,1.230,1.220,1.260,5382619136,2680111104,7912210432,11026108416,7803,12136,0,0,0,0,0,108527616,914878464,2506,6628,0,14144,182054,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,168,731,591,0,0,0,0,0,159503,3141,491493,22688
10.474,2.618,86.783,0.125,0,0,0,0,0,0,173,0,1.230,1.220,1.260,5373595648,2693283840,7908044800,11046330368,22025,10014,1,0,0,0,0,108527616,914878464,2675,6892,0,14112,180967,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,1460,2475,5642,0,0,0,0,0,159503,3141,494709,22688
8.931,1.887,88.931,0.252,0,0,1892352,0,0,0,119,0,1.230,1.220,1.260,5373345792,2692308992,7909269504,11046858752,6556,8024,0,0,0,0,22,108527616,914878464,2434,6155,0,14144,180971,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,603,1618,952,0,0,0,0,0,159503,3141,494352,22688
8.955,4.851,85.945,0.249,0,0,11730944,0,0,0,118,0,1.130,1.200,1.260,5374259200,2691543040,7909117952,11046227968,6258,7646,0,0,8,0,1506,108527616,914878464,3864,12012,0,14112,180980,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,1503,3601,4198,0,0,0,0,0,159503,3141,494284,22688
8.805,2.767,88.428,0,0,0,0,0,0,0,120,0,1.130,1.200,1.260,5373509632,2692313088,7909097472,11028959232,6702,8232,0,0,8,0,0,108527616,914878464,2658,7482,0,14080,180940,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,7072,8649,7651,0,0,0,0,0,159503,3141,494472,22688
8.260,3.379,88.235,0.125,0,0,688128,0,0,0,124,0,1.130,1.200,1.260,5375107072,2691964928,7907848192,11026358272,6424,7963,0,0,0,0,26,108527616,914878464,2506,5784,0,14080,180913,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,79,922,1197,0,0,0,0,0,159503,3141,494387,22688
8.521,2.882,88.471,0.125,0,0,0,0,0,0,127,0,1.130,1.200,1.260,5375471616,2692665344,7906783232,11027058688,6891,11485,2,0,0,0,0,108527616,914878464,2599,5790,0,14080,180912,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,115,572,838,0,0,0,0,0,159503,3141,494558,22688
8.853,3.117,88.030,0,0,0,0,0,0,0,152,0,1.130,1.200,1.260,5376212992,2691575808,7907131392,11025981440,7705,8421,0,0,0,0,0,108527616,914878464,2492,5815,0,14144,180914,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,7,2,25,14,56,975,55,920,0,57,1229,1062,0,0,0,0,0,159503,3141,494292,22688
11.014,2.879,85.982,0.125,0,0,7438336,0,0,0,128,0,1.120,1.190,1.260,5369516032,2696900608,7908499456,11036651520,7664,11662,1,0,8,0,58,108527616,914878464,2784,8208,0,14112,180937,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,2590,4925,5069,0,0,0,0,0,159503,3141,495592,22688
9.625,2.250,88,0.125,0,0,0,0,0,0,119,0,1.120,1.190,1.260,5370093568,2695192576,7909629952,11036999680,6314,7833,0,0,9,0,0,108527616,914878464,2650,7449,0,14112,180943,0,0,5,83,12,13,82,0,1204,26,33,0,0,7,23,0,6,2,25,14,56,975,55,920,0,1644,2432,2163,0,0,0,0,0,159503,3141,495175,22688
9.204,4.229,86.443,0.124,0,0,655360,0,0,0,120,0,1.120,1.190,1.260,5452722176,2607669248,7914524672,11005231104,6294,7840,0,0,0,0,16,108527616,914878464,3471,35120,0,14112,182012,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,29625,50981,24575,0,0,0,0,0,159503,3141,473807,22688
8.999,2.915,88.086,0,0,0,0,0,0,0,148,0,1.120,1.190,1.260,5455044608,2607640576,7912230912,11002908672,22768,14418,0,0,0,0,0,108527616,914878464,2657,6667,0,14144,181983,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,48,582,1536,0,0,0,0,0,159503,3141,473800,22688
9.625,2.375,87.875,0.125,0,0,0,0,0,0,120,0,1.120,1.190,1.260,5479567360,2581860352,7913484288,10985582592,7060,7914,0,0,0,0,0,108527616,914878464,2481,6136,0,14112,182029,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,6334,7777,1265,0,0,0,0,0,159503,3141,467506,22688
8.783,4.141,86.951,0.125,0,0,9592832,0,0,0,167,0,1.190,1.210,1.260,5483548672,2577879040,7913484288,10981601280,6825,9820,1,0,8,0,402,108527616,914878464,2929,8303,0,14080,182029,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,8,2,25,13,56,975,55,920,0,1427,3249,3368,0,0,0,0,0,159503,3141,466534,22688
9.227,3.367,87.406,0,0,0,0,0,0,0,143,0,1.190,1.210,1.260,5486252032,2574901248,7913754624,10978631680,37731,12339,0,0,8,0,0,108527616,914878464,2626,7116,0,14080,182029,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,1367,2032,1924,0,0,0,0,0,159503,3141,465807,22688
10.202,2.519,87.154,0.126,0,0,2572288,0,0,0,119,0,1.190,1.210,1.260,5479096320,2581733376,7914078208,10976882688,6294,7840,1,0,0,0,30,108527616,914878464,2638,6831,0,14112,182052,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,638,1946,5834,0,0,0,0,0,159503,3141,467475,22688
9.159,2.258,88.582,0,0,0,0,0,0,0,123,0,1.190,1.210,1.260,5477789696,2581258240,7915859968,10978709504,6608,8004,0,0,0,0,0,108527616,914878464,2544,6310,0,14112,182055,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,199,876,706,0,0,0,0,0,159503,3141,467359,22688
8.095,3.362,88.418,0.125,0,0,393216,0,0,0,119,0,1.190,1.210,1.260,5478174720,2580865024,7915868160,10978328576,6314,7906,1,0,0,0,20,108527616,914878464,2531,5748,0,14080,182056,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,92,666,975,0,0,0,0,0,159503,3141,467263,22688
8.772,3.383,87.719,0.125,0,0,0,0,0,0,123,0,1.100,1.190,1.250,5480456192,2578485248,7915966464,10975350784,6690,8286,8,0,8,0,248,108527616,914878464,2756,7656,0,14080,182065,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,1660,2995,3266,0,0,0,0,0,159503,3141,466813,22688
8.010,3.755,88.110,0.125,0,0,6094848,0,0,0,158,0,1.100,1.190,1.250,5482602496,2577317888,7914983424,11065761792,6296,7794,0,0,8,0,16,108527616,914878464,2669,7420,0,14080,182083,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,2635,4303,3565,0,0,0,0,0,159503,3141,466397,22688
8.156,3.137,88.582,0.125,0,0,851968,0,0,0,118,0,1.100,1.190,1.250,5483528192,2576384000,7914991616,11064856576,6184,7901,0,0,0,0,32,108527616,914878464,2567,5836,0,14112,182083,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,226,715,644,0,0,0,0,0,159503,3141,466169,22688
8.050,3.396,88.553,0,0,0,0,0,0,0,126,0,1.100,1.190,1.250,5483741184,2575638528,7915524096,11064111104,6573,8048,0,0,1,0,0,108527616,914878464,2483,5755,0,14112,182085,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,22,0,6,3,25,16,56,975,55,920,0,504,817,660,0,0,0,0,0,159503,3141,465987,22688
11.153,2.256,86.466,0.125,0,0,0,0,0,0,145,0,1.100,1.190,1.250,5429825536,2629451776,7915622400,11112919040,23535,14178,1,0,0,0,0,108527616,914878464,2669,7602,0,14112,182109,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,2286,3355,15869,0,0,0,0,0,159503,3141,479002,22688
9.434,2.264,88.302,0,0,0,491520,0,0,0,119,0,1.090,1.180,1.250,5432553472,2624651264,7917694976,11110776832,6294,7845,0,0,8,0,28,108527616,914878464,2726,7628,0,14112,182112,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,2379,3304,2379,0,0,0,0,0,159503,3141,477953,22688
9.023,3.008,87.719,0.251,0,0,4120576,0,0,0,130,0,1.090,1.180,1.250,5433020416,2624487424,7917391872,11110580224,6828,8381,0,0,8,0,236,108527616,914878464,2709,7185,0,14112,182112,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,1485,2487,2499,0,0,0,0,0,159503,3141,477913,22688
8.783,2.509,88.708,0,0,0,0,0,0,0,165,0,1.090,1.180,1.250,5433266176,2623053824,7918579712,11108438016,7338,8007,0,0,0,0,0,108527616,914878464,2652,5920,0,14112,182123,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,487,1254,1073,0,0,0,0,0,159503,3141,477563,22688
7.935,2.645,89.295,0.126,0,0,0,0,0,0,126,0,1.090,1.180,1.250,5432299520,2627104768,7915495424,11110203392,6591,8027,0,0,0,0,0,108527616,914878464,2460,5762,0,14080,182094,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,323,733,1633,0,0,0,0,0,159503,3141,478552,22688
8.166,3.141,88.693,0,0,0,0,0,0,0,119,0,1.090,1.180,1.250,5439082496,2619203584,7916613632,11118485504,6184,8004,0,0,0,0,0,108527616,914878464,2556,6113,0,14080,182140,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,5317,6906,2809,0,0,0,0,0,159503,3141,476623,22688
8.532,3.513,87.829,0.125,0,0,0,0,0,0,127,0,1,1.160,1.250,5440217088,2617802752,7916879872,11117084672,6776,8314,0,0,8,0,0,108527616,914878464,2664,6905,0,14080,182140,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,1435,2021,1917,0,0,0,0,0,159503,3141,476281,22688
10.487,3.745,85.393,0.375,0,0,8241152,0,0,0,122,0,1,1.160,1.250,5441683456,2616111104,7917105152,11117109248,6294,8100,2,0,8,0,92,108527616,914878464,2715,7856,0,14048,182163,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,2908,4687,4000,0,0,0,0,0,159503,3141,475868,22688
9.273,2.256,88.471,0,0,0,0,0,0,0,121,0,1,1.160,1.250,5443088384,2612613120,7919198208,11116765184,6184,7646,0,0,0,0,0,108527616,914878464,2688,6566,0,14016,182167,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,267,1301,744,0,0,0,0,0,159503,3141,475014,22688
8.186,2.897,88.791,0.126,0,0,0,0,0,0,160,0,1,1.160,1.250,5435494400,2620465152,7918940160,11113574400,6573,8322,3,0,0,0,0,108527616,914878464,2513,5770,0,14048,182167,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,47,577,3949,0,0,0,0,0,159503,3141,476931,22688
8.460,2.652,88.889,0,0,0,0,0,0,0,134,0,1,1.160,1.250,5435678720,2620280832,7918940160,11113390080,8019,11538,1,0,0,0,0,108527616,914878464,2558,6539,0,14080,182168,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,188,618,572,0,0,0,0,0,159503,3141,476886,22688
9.398,2.757,87.719,0.125,0,0,0,0,0,0,129,0,0.920,1.140,1.240,5435396096,2620469248,7919034368,11110588416,21873,10375,1,0,8,0,0,108527616,914878464,2652,7217,0,14080,182177,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,2487,3091,3153,0,0,0,0,0,159503,3141,476932,22688
8.783,4.266,86.700,0.251,0,0,5578752,0,0,0,125,0,0.920,1.140,1.240,5446529024,2610266112,7918104576,11099459584,6934,8563,0,0,9,0,68,108527616,914878464,2764,7732,0,14080,182197,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,6918,9094,5875,0,0,0,0,0,159503,3141,474441,22688
8.521,2.757,88.596,0.125,0,0,0,0,0,0,119,0,0.920,1.140,1.240,5447831552,2608558080,7918510080,11097763840,6184,7632,2,0,0,0,0,108527616,914878464,2620,5782,0,14080,182198,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,50,662,549,0,0,0,0,0,159503,3141,474024,22688
10.461,3.113,86.426,0,0,0,0,0,0,0,122,0,0.920,1.140,1.240,5441818624,2614333440,7918747648,11102564352,6184,7646,1,0,0,0,0,108527616,914878464,2611,6349,0,14048,182220,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,468,1049,2315,0,0,0,0,0,159503,3141,475434,22688
9.434,2.390,87.925,0.252,0,0,671744,0,0,0,149,0,0.920,1.140,1.240,5438275584,2615803904,7920820224,11106381824,6294,8335,1,0,0,0,94,108527616,914878464,2679,6734,0,14016,182224,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,151,1336,1162,0,0,0,0,0,159503,3141,475793,22688
8.375,3.500,88,0.125,0,0,0,0,0,0,128,0,0.930,1.140,1.240,5286502400,2772955136,7915442176,11146878976,6747,8629,1,0,8,0,0,108527616,914878464,2612,7148,0,14080,181111,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,1933,2648,41798,0,0,0,0,0,159503,3141,514160,22688
8.135,4.255,87.484,0.125,0,0,7610368,0,0,0,122,0,0.930,1.140,1.240,5291995136,2767769600,7915126784,11145392128,6294,7840,0,0,8,0,68,108527616,914878464,2625,7007,0,14112,181111,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,1397,2881,2879,0,0,0,0,0,159503,3141,512895,22688
8.717,3.487,87.796,0,0,0,0,0,0,0,118,0,0.930,1.140,1.240,5293666304,2768400384,7912824832,11144912896,6254,7646,0,0,0,0,0,108527616,914878464,2512,5764,0,14112,181093,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,264,636,1789,0,0,0,0,0,159503,3141,513048,22688
8.250,2.750,88.875,0.125,0,0,0,0,0,0,126,0,0.930,1.140,1.240,5294436352,2768789504,7911665664,11144142848,7017,8246,0,0,0,0,0,108527616,914878464,2528,5742,0,14112,181039,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,44,543,1205,0,0,0,0,0,159503,3141,513143,22688
8.281,3.262,88.457,0,0,0,1884160,0,0,0,120,0,0.930,1.140,1.240,5273669632,2786795520,7914426368,11137413120,6294,7982,0,0,0,0,40,108527616,914878464,2550,6206,0,14112,181088,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,4945,7189,8768,0,0,0,0,0,159503,3141,517539,22688
11.344,3.699,84.834,0.123,0,0,0,0,0,0,170,0,0.930,1.140,1.240,5273399296,2787524608,7913967616,11138027520,23030,14379,1,0,8,0,0,108527616,914878464,2951,8880,0,14112,181110,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,3528,4338,3545,0,0,0,0,0,159503,3141,517717,22688
14.950,4.146,80.779,0.126,0,0,12853248,0,0,0,147,0,0.930,1.140,1.240,5277552640,2781556736,7915782144,11131469824,10999,94689,0,0,9,0,1776,108527616,914878464,4488,13146,0,14112,181116,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,3986,6586,5005,0,0,0,0,0,159503,3141,516260,22688
8.166,3.141,88.693,0,0,0,0,0,0,0,130,0,0.930,1.140,1.240,5278502912,2780127232,7916261376,11130023936,7894,8471,0,0,0,0,0,108527616,914878464,2559,5909,0,14112,181117,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,71,1342,1474,0,0,0,0,0,159503,3141,515911,22688
8.250,3.375,88.250,0.125,0,0,0,0,0,0,118,0,0.930,1.140,1.240,5287198720,2773475328,7914217472,11121074176,6184,7764,0,0,1,0,0,108527616,914878464,2469,5853,0,14112,181088,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,2083,2367,1266,0,0,0,0,0,159503,3141,514353,22688
7.487,2.665,89.721,0.127,0,0,1548288,0,0,0,120,0,0.930,1.140,1.240,5285384192,2776154112,7913353216,11123757056,6334,7880,0,0,0,0,28,108527616,914878464,2471,5750,0,14112,181087,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,54,769,1378,0,0,0,0,0,159503,3141,514829,22688
9.863,4.869,85.268,0,0,0,0,0,0,0,117,0,1.020,1.150,1.240,5386264576,2670477312,7918149632,11002732544,6388,9070,1,0,9,0,0,108527616,914878464,4439,37529,0,14048,182163,0,0,5,83,12,13,82,0,1206,26,36,0,0,7,23,0,7,2,28,13,56,975,55,920,0,35555,57005,29089,0,0,0,0,0,159503,3141,489081,22688
9.079,4.414,86.381,0.126,0,0,10485760,0,0,0,158,0,1.020,1.150,1.240,5391245312,2664824832,7918821376,11021721600,6270,8794,0,0,13,0,478,108527616,914878464,2975,9365,0,14048,182140,0,0,5,83,12,13,82,0,1206,26,36,0,0,7,23,0,7,2,28,13,56,975,55,920,0,4025,6818,6306,0,0,0,0,0,159503,3141,487763,22688
10.375,2.375,87.250,0,0,0,0,0,0,0,123,0,1.020,1.150,1.240,5383794688,2672529408,7918604288,11029590016,6294,8627,1,0,0,0,0,108527616,914878464,2630,6418,0,14080,182162,0,0,5,83,12,13,82,0,1206,26,36,0,0,7,23,0,7,2,28,13,56,975,55,920,0,805,1479,2725,0,0,0,0,0,159503,3141,489642,22688
9.875,1.875,88.125,0.125,0,0,0,0,0,0,122,0,1.020,1.150,1.240,5384945664,2669293568,7920689152,11028697088,6549,9158,2,0,0,0,0,108527616,914878464,2574,6586,0,14080,182167,0,0,5,83,12,13,82,0,1206,26,36,0,0,7,23,0,6,2,28,13,56,975,55,920,0,120,1181,556,0,0,0,0,0,159503,3141,488852,22688
8.417,2.889,88.568,0.126,0,0,2695168,0,0,0,120,0,1.020,1.150,1.240,5386031104,2668199936,7920697344,11050717184,6184,7646,0,0,0,0,46,108527616,914878464,2529,5746,0,14112,182167,0,0,5,83,12,13,82,0,1206,26,36,0,0,7,23,0,6,2,28,13,56,975,55,920,0,179,893,851,0,0,0,0,0,159503,3141,488585,22688
8.197,2.900,88.903,0,0,0,0,0,0,0,126,0,1.100,1.170,1.240,5389193216,2667327488,7918407680,11047600128,6849,8487,1,0,8,0,0,108527616,914878464,2592,6955,0,14112,182133,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,1483,2051,2853,0,0,0,0,0,159503,3141,488372,22688
9.308,3.019,87.547,0.126,0,0,6381568,0,0,0,155,0,1.100,1.170,1.240,5386752000,2669768704,7918407680,11050041344,24817,15529,1,0,0,0,358,108527616,914878464,2737,7047,0,14112,182134,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,7,2,25,13,56,975,55,920,0,1226,2548,2543,0,0,0,0,0,159503,3141,488968,22688
