"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/io_unix_aio_time_fs_vm-adv_tcp_zones_mem_raw_swap.csv --io --unix --aio --time --fs --vm-adv --tcp --zones --mem --raw --swap 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"io/total",,"unix sockets",,,,"async","system","filesystem",,"advanced virtual memory",,,,,"tcp sockets",,,,,"zones memory",,,,"memory usage",,,,"raw","swap",
0,28,56,975,55,920,0,Mar-23 13:51:44,14048,181988,0,0,0,0,0,7,21,0,6,2,159767,3141,510871,22688,5243801600,2760564736,7970545664,11159076864,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:45,14048,181987,0,0,0,0,0,7,21,0,6,2,159767,3141,510579,22688,5245239296,2759368704,7970304000,11157925888,0,108527616,914878464
0,1722,56,975,55,920,0,Mar-23 13:51:46,14048,181987,0,0,0,0,0,7,21,0,7,2,159767,3141,509857,22688,5249478656,2756411392,7969005568,11154993152,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:47,14048,181961,0,0,0,0,0,7,21,0,7,2,159767,3141,505859,22688,5267607552,2740035584,7967252480,11148845056,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:48,14016,181961,0,0,0,0,0,7,21,0,7,2,159767,3141,508350,22688,5257355264,2750238720,7967297536,11163316224,0,108527616,914878464
0,32,56,975,55,920,0,Mar-23 13:51:49,15104,183023,0,0,0,0,0,7,21,0,7,2,159767,3141,483753,22688,5359120384,2648973312,7966797824,11055833088,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:50,14112,183052,0,0,0,0,0,7,21,0,7,2,159767,3141,472946,22688,5397729280,2605223936,7971938304,11016978432,0,108527616,914878464
0,134,56,975,55,920,0,Mar-23 13:51:51,14080,183058,0,0,0,0,0,7,21,0,7,2,159767,3141,472183,22688,5397872640,2602098688,7974920192,11016368128,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:52,14080,183058,0,0,0,0,0,7,21,0,6,2,159767,3141,472035,22688,5398540288,2601492480,7974858752,11061559296,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:53,14048,183026,0,0,0,0,0,7,21,0,6,2,159767,3141,471901,22688,5400686592,2600943616,7973261312,11059707904,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:51:54,14112,182993,0,0,0,0,0,7,23,0,6,1,159767,3141,473514,22688,5396905984,2607550464,7970435072,11056660480,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:55,14112,183035,0,0,0,0,0,7,23,0,6,1,159767,3141,469756,22688,5410086912,2592157696,7972646912,11039903744,0,108527616,914878464
0,176,56,975,55,920,0,Mar-23 13:51:56,14112,183034,0,0,0,0,0,7,23,0,7,1,159767,3141,469555,22688,5410975744,2591334400,7972581376,11044958208,0,108527616,914878464
0,28,56,975,55,920,0,Mar-23 13:51:57,14112,183066,0,0,0,0,0,7,23,0,7,1,159767,3141,481237,22688,5363494912,2639183872,7972212736,11152134144,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:58,14080,183072,0,0,0,0,0,7,23,0,7,1,159767,3141,480933,22688,5362225152,2637938688,7974727680,11153825792,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:51:59,14048,183072,0,0,0,0,0,7,23,0,7,1,159767,3141,480712,22688,5362532352,2637033472,7975325696,11152961536,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:52:00,14048,183046,0,0,0,0,0,7,23,0,7,1,159767,3141,480681,22688,5365084160,2636906496,7972900864,11150409728,0,108527616,914878464
0,448,56,975,55,920,0,Mar-23 13:52:01,14048,183047,0,0,0,0,0,7,23,0,7,1,159767,3141,480951,22688,5364301824,2638012416,7972577280,11151515648,0,108527616,914878464
0,302,56,975,55,920,0,Mar-23 13:52:02,14048,183050,0,0,0,0,0,7,23,0,7,1,159767,3141,482018,22688,5360062464,2642382848,7972446208,11141328896,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:52:03,14016,183103,0,0,0,0,0,7,23,0,7,1,159767,3141,481661,22688,5359865856,2640920576,7974105088,11139977216,0,108527616,914878464
0,14,56,975,55,920,0,Mar-23 13:52:04,14048,183083,0,0,0,0,0,7,23,0,7,1,159767,3141,482574,22688,5355958272,2644660224,7974273024,11146817536,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:52:05,14048,183071,0,0,0,0,0,7,23,0,6,1,159767,3141,508077,22688,5250596864,2749120512,7975174144,11151462400,0,108527616,914878464
0,54,56,975,55,920,0,Mar-23 13:52:06,14048,183070,0,0,0,0,0,7,23,0,6,1,159767,3141,508043,22688,5250732032,2748981248,7975178240,11147124736,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:52:07,13728,182460,0,0,0,0,0,7,23,0,7,1,159767,3141,530428,22688,5158551552,2840670208,7975669760,11237982208,0,108527616,914878464
