"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --time --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"system","total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"time","usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
22-03 22:07:42,3.690,1.654,94.529,0.127,0,0,0,0,0,0,14,0,0.690,5.700,4.030,3446685696,1895604224,193564672,10595172352,0,206,0,0,0,0,0,1835008,1021571072,2061,3463,0,13120,349954,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,40,1360,968,0,0,0,0,0,289051,3141,170415,22176,
22-03 22:07:43,5.177,2.273,92.551,0,0,0,0,0,0,0,49,0,0.690,5.700,4.030,3446050816,1896239104,193564672,10593841152,0,0,0,0,8,0,0,1835008,1021571072,2369,4847,0,13120,349952,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,1546,2236,2629,0,0,0,0,0,289051,3141,170560,22176,
22-03 22:07:44,5.296,1.892,92.686,0.126,0,0,0,0,0,0,17,0,0.690,5.700,4.030,3470852096,1870135296,193564672,10595426304,119,206,1,0,8,0,0,1835008,1021571072,2483,5966,0,13120,350027,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,7934,10285,3637,0,0,0,0,0,289051,3141,164134,22176,
22-03 22:07:45,4.188,1.777,93.909,0.127,0,0,0,0,0,0,15,0,0.690,5.700,4.030,3470884864,1869877248,193568768,10595123200,0,0,0,1,0,0,0,1835008,1021571072,2170,3579,0,13120,350026,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,37,1133,1079,0,0,0,0,0,289051,3141,164134,22176,
22-03 22:07:46,4.277,1.761,93.459,0.503,0,0,1646592,0,0,0,25,0,0.630,5.600,4.010,3472433152,1868328960,193572864,10595643392,1114,187,0,0,0,0,22,1835008,1021571072,2145,3551,0,13120,350037,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,378,1484,1278,0,0,0,0,0,289051,3141,163693,22176,
22-03 22:07:47,4.551,2.023,93.426,0,0,0,0,0,0,0,23,0,0.630,5.600,4.010,3472592896,1868070912,193572864,10595475456,1424,3192,2,0,0,0,0,1835008,1021571072,2298,4365,0,13120,350037,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,255,999,1126,0,0,0,0,0,289051,3141,163693,22176,
22-03 22:07:48,5.507,2.628,91.740,0.125,0,0,0,0,0,0,32,0,0.630,5.600,4.010,3474333696,1866330112,193572864,10596016128,16012,2954,0,0,8,0,0,1835008,1021571072,2352,4803,0,13120,350037,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1404,2688,2648,0,0,0,0,0,289051,3141,163136,22176,
22-03 22:07:49,4.447,1.906,93.647,0,0,0,0,0,0,0,55,0,0.630,5.600,4.010,3475361792,1865297920,193572864,10596794368,42,62,1,0,9,0,0,1835008,1021571072,2357,4746,0,13088,350038,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1735,2334,2335,0,0,0,0,0,289051,3141,163016,22176,
22-03 22:07:50,4.569,1.269,93.909,0.254,0,0,0,0,0,0,16,0,0.630,5.600,4.010,3475361792,1865297920,193572864,10595463168,0,259,0,0,0,0,0,1835008,1021571072,2152,3688,0,13088,350036,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,3,925,1317,0,0,0,0,0,289051,3141,163016,22176,
22-03 22:07:51,4.540,1.765,93.317,0.378,0,0,147456,0,0,0,18,0,0.580,5.510,3.990,3405320192,1935339520,193581056,10595737600,396,187,0,0,0,0,22,1835008,1021571072,2196,3599,0,13088,350047,0,0,6,56,12,10,58,0,1080,19,20,0,0,7,12,1,7,0,17,7,56,878,54,824,0,254,1176,18377,0,0,0,0,0,289051,3141,180179,22176,
22-03 22:07:52,4.188,1.777,94.036,0,0,0,0,0,0,0,15,0,0.580,5.510,3.990,3404218368,1936388096,193581056,10595266560,0,0,0,0,0,0,0,1835008,1021571072,2107,3712,0,13088,350056,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,26,915,1048,0,0,0,0,0,289051,3141,180372,22176,
22-03 22:07:53,4.551,2.023,93.300,0.126,0,0,0,0,0,0,19,0,0.580,5.510,3.990,3404050432,1936416768,193581056,10595930112,86,106,1,0,8,0,0,1835008,1021571072,2313,4733,0,13088,350067,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1675,2688,2414,0,0,0,0,0,289051,3141,180319,22176,
22-03 22:07:54,4.282,2.771,92.947,0,0,0,0,0,0,0,15,0,0.580,5.510,3.990,3404550144,1935917056,193581056,10595405824,0,0,0,0,8,0,0,1835008,1021571072,2173,4750,0,13120,350075,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1309,2298,2394,0,0,0,0,0,289051,3141,180257,22176,
22-03 22:07:55,4.167,2.020,93.561,0.253,0,0,0,0,0,0,41,0,0.580,5.510,3.990,3405271040,1935187968,193581056,10597044224,240,0,0,0,0,0,0,1835008,1021571072,2141,3561,0,13120,350077,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,253,1352,959,0,0,0,0,0,289051,3141,180079,22176,
22-03 22:07:56,4.419,1.515,93.687,0.379,0,0,212992,0,0,0,16,0,0.540,5.420,3.970,3405271040,1935187968,193589248,10595704832,0,206,0,0,0,0,22,1835008,1021571072,2164,3512,0,13120,350075,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,26,926,1337,0,0,0,0,0,289051,3141,180079,22176,
22-03 22:07:57,4.320,1.398,94.155,0.127,0,0,0,0,0,0,17,0,0.540,5.420,3.970,3406036992,1934413824,193589248,10595995648,167,187,0,0,0,0,0,1835008,1021571072,2120,3569,0,13120,350076,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,114,1137,1181,0,0,0,0,0,289051,3141,179890,22176,
22-03 22:07:58,5.416,2.645,91.940,0,0,0,0,0,0,0,30,0,0.540,5.420,3.970,3392671744,1947774976,193589248,10595475456,1697,3424,1,0,8,0,0,1835008,1021571072,2414,5631,0,13120,350086,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1327,2332,7103,0,0,0,0,0,289051,3141,183152,22176,
22-03 22:07:59,5.157,2.642,92.075,0.126,0,0,0,0,0,0,50,0,0.540,5.420,3.970,3392757760,1947648000,193589248,10595516416,31379,8613,1,0,8,0,0,1835008,1021571072,2436,5648,0,13152,350085,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,8,0,17,7,56,876,54,822,0,1526,2318,2329,0,0,0,0,0,289051,3141,183121,22176,
22-03 22:08:00,3.657,1.892,94.451,0,0,0,0,0,0,0,22,0,0.540,5.420,3.970,3393134592,1947168768,193589248,10596077568,1290,955,1,0,0,0,0,1835008,1021571072,2006,3552,0,13152,350084,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,59,1078,920,0,0,0,0,0,289051,3141,183004,22176,
22-03 22:08:01,4.271,1.759,93.342,0.628,0,0,7659520,0,0,0,45,0,0.490,5.330,3.950,3393789952,1946411008,193589248,10595745792,0,0,1,0,0,0,654,1835008,1021571072,1432,2869,0,13152,350093,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,416,1405,1286,0,0,0,0,0,289051,3141,182819,22176,
22-03 22:08:02,4.798,2.020,93.056,0.126,0,0,499712,0,0,0,15,0,0.490,5.330,3.950,3394527232,1945665536,193597440,10597318656,0,0,1,0,9,0,22,1835008,1021571072,1506,4248,0,13152,350098,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1909,1933,1537,0,0,0,0,0,289051,3141,182637,22176,
22-03 22:08:03,4.511,2.506,92.732,0.251,0,0,253952,0,0,0,15,0,0.490,5.330,3.950,3393437696,1946755072,193613824,10595971072,0,0,2,0,8,0,40,1835008,1021571072,1507,3190,0,13152,350093,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1553,1443,1818,0,0,0,0,0,289051,3141,182893,22176,
22-03 22:08:04,3.657,1.892,94.451,0,0,0,0,0,0,0,16,0,0.490,5.330,3.950,3393708032,1946464256,193613824,10596274176,0,358,1,0,4,0,0,1835008,1021571072,1167,2523,0,13152,350099,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1293,1538,1420,0,0,0,0,0,289051,3141,182771,22176,
22-03 22:08:05,3.266,2.513,94.095,0.126,0,0,0,0,0,0,16,0,0.490,5.330,3.950,3237421056,2102710272,193613824,10595790848,119,0,0,0,4,0,0,1835008,1021571072,1395,2587,0,13152,350103,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,266,454,49205,0,0,0,0,0,289051,3141,220978,22176,
22-03 22:08:06,3.894,1.382,94.724,0,0,0,0,0,0,0,17,0,0.450,5.240,3.930,3237421056,2102710272,193613824,10596315136,167,187,0,0,0,0,0,1835008,1021571072,1130,1826,0,13152,350104,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,29,265,121,0,0,0,0,0,289051,3141,220978,22176,
22-03 22:08:07,4.660,1.889,93.325,0.126,0,0,0,0,0,0,47,0,0.450,5.240,3.930,3235704832,2111082496,193613824,10589392896,0,0,0,0,0,0,0,1835008,1021571072,1248,2141,0,13152,348983,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,258,163,2561,0,0,0,0,0,289051,3141,223022,22176,
22-03 22:08:08,4.540,1.639,93.443,0.378,0,0,1736704,0,0,0,15,0,0.450,5.240,3.930,3239137280,2107629568,193626112,10590711808,0,0,0,0,8,0,26,1835008,1021571072,1539,3298,0,13152,348995,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,1420,2155,1762,0,0,0,0,0,289051,3141,222116,22176,
22-03 22:08:09,4.408,1.763,93.703,0.126,0,0,0,0,0,0,26,0,0.450,5.240,3.930,3239239680,2107428864,193626112,10589237248,1659,4490,0,0,0,0,0,1835008,1021571072,1320,2760,0,13152,348994,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,102,195,558,0,0,0,0,0,289051,3141,222261,22176,
22-03 22:08:10,4.391,1.882,93.726,0,0,0,0,0,0,0,31,0,0.450,5.240,3.930,3238707200,2108547072,193626112,10588651520,15714,2027,0,0,8,0,0,1835008,1021571072,1369,3342,0,13152,348925,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1287,1547,1574,0,0,0,0,0,289051,3141,222277,22176,
22-03 22:08:11,4.391,1.506,93.977,0.125,0,0,0,0,0,0,26,0,0.500,5.170,3.910,3239223296,2108030976,193626112,10588917760,1046,671,0,0,0,0,0,1835008,1021571072,1139,1889,0,13152,348926,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,248,111,115,0,0,0,0,0,289051,3141,222277,22176,
22-03 22:08:12,3.509,1.880,94.486,0.125,0,0,0,0,0,0,16,0,0.500,5.170,3.910,3239223296,2108030976,193626112,10588909568,167,187,0,0,0,0,0,1835008,1021571072,1140,1878,0,13152,348935,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,260,350,333,0,0,0,0,0,289051,3141,222215,22176,
22-03 22:08:13,4.156,2.015,93.577,0.252,0,0,0,0,0,0,52,0,0.500,5.170,3.910,3240169472,2107043840,193626112,10589216768,474,300,0,0,8,0,0,1835008,1021571072,1389,3229,0,13152,348939,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,8,0,17,7,56,876,54,822,0,1366,1535,1415,0,0,0,0,0,289051,3141,222036,22176,
22-03 22:08:14,3.783,1.639,94.325,0.252,0,0,417792,0,0,0,22,0,0.500,5.170,3.910,3239395328,2107817984,193638400,10588680192,486,517,0,0,1,0,34,1835008,1021571072,1389,2291,0,13152,348935,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,323,465,594,0,0,0,0,0,289051,3141,222225,22176,
22-03 22:08:15,4.408,1.889,93.577,0.126,0,0,0,0,0,0,17,0,0.500,5.170,3.910,3241418752,2105782272,193638400,10590023680,0,358,0,0,8,0,0,1835008,1021571072,1399,3141,0,13152,348937,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1518,1794,1394,0,0,0,0,0,289051,3141,221546,22176,
22-03 22:08:16,4.534,1.637,93.703,0.126,0,0,4112384,0,0,0,14,0,0.460,5.080,3.890,3241152512,2105958400,193638400,10589024256,0,0,0,0,0,0,606,1835008,1021571072,1372,2759,0,13152,348945,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,99,773,1695,0,0,0,0,0,289051,3141,221771,22176,
22-03 22:08:17,3.540,1.138,95.322,0,0,0,0,0,0,0,15,0,0.460,5.080,3.890,3241910272,2105196544,193638400,10589310976,0,0,0,0,0,0,0,1835008,1021571072,1129,1885,0,13152,348946,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,74,252,117,0,0,0,0,0,289051,3141,221585,22176,
22-03 22:08:18,4.517,1.757,93.601,0.125,0,0,0,0,0,0,16,0,0.460,5.080,3.890,3241832448,2105274368,193638400,10589044736,0,0,0,0,8,0,0,1835008,1021571072,1285,3098,0,13152,348945,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1321,1427,1518,0,0,0,0,0,289051,3141,221544,22176,
22-03 22:08:19,4.893,1.506,93.476,0.125,0,0,344064,0,0,0,40,0,0.460,5.080,3.890,3243991040,2102595584,193646592,10589564928,0,0,0,0,0,0,28,1835008,1021571072,1388,2717,0,13152,348974,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1323,1711,817,0,0,0,0,0,289051,3141,220950,22176,
22-03 22:08:20,5.044,1.639,93.190,0.126,0,0,0,0,0,0,31,0,0.460,5.080,3.890,3243671552,2102902784,193646592,10589569024,15817,5374,1,0,8,0,0,1835008,1021571072,1585,4064,0,13152,348974,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,1330,1468,1614,0,0,0,0,0,289051,3141,220906,22176,
22-03 22:08:21,3.518,1.633,94.849,0,0,0,0,0,0,0,22,0,0.420,5,3.870,3244376064,2102190080,193646592,10590892032,1444,924,0,0,0,0,0,1835008,1021571072,1149,1932,0,13152,348976,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,100,552,138,0,0,0,0,0,289051,3141,220851,22176,
22-03 22:08:22,3.535,1.641,94.697,0.126,0,0,0,0,0,0,15,0,0.420,5,3.870,3244281856,2102247424,193646592,10590928896,0,0,0,0,0,0,0,1835008,1021571072,1273,2142,0,13184,348986,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,4,134,674,0,0,0,0,0,289051,3141,220865,22176,
22-03 22:08:23,4.523,2.387,92.839,0.251,0,0,0,0,0,0,19,0,0.420,5,3.870,3237076992,2109440000,193646592,10589609984,0,0,1,0,8,0,0,1835008,1021571072,2147,7338,0,13536,349337,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,3995,10917,11171,0,0,0,0,0,289051,3141,222495,22176,
22-03 22:08:24,5.310,2.023,91.909,0.759,0,0,2523136,0,0,0,14,0,0.420,5,3.870,3431346176,1908903936,193658880,10596143104,0,0,0,0,0,0,40,1835008,1021571072,1339,31400,0,13216,350054,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,52413,67572,16635,0,0,0,0,0,289051,3141,173662,22176,
22-03 22:08:25,4.141,2.384,93.476,0,0,0,0,0,0,0,53,0,0.420,5,3.870,3432325120,1907924992,193658880,10595876864,119,358,1,0,8,0,0,1835008,1021571072,1455,3209,0,13184,350338,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,1340,4700,4832,0,0,0,0,0,289051,3141,173367,22176,
22-03 22:08:26,3.513,1.757,94.605,0.125,0,0,0,0,0,0,19,0,0.390,4.910,3.850,3433283584,1906921472,193658880,10596188160,209,187,0,0,1,0,0,1835008,1021571072,1198,1942,0,13152,350349,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,614,568,261,0,0,0,0,0,289051,3141,173178,22176,
22-03 22:08:27,4.528,1.132,94.340,0,0,0,0,0,0,0,15,0,0.390,4.910,3.850,3433009152,1907195904,193658880,10595921920,0,0,0,0,0,0,0,1835008,1021571072,1262,2103,0,13152,350348,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,253,126,246,0,0,0,0,0,289051,3141,173213,22176,
22-03 22:08:28,4.288,2.270,93.317,0.126,0,0,0,0,0,0,38,0,0.390,4.910,3.850,3433271296,1906921472,193658880,10597249024,16266,6346,0,0,8,0,0,1835008,1021571072,1570,4165,0,13152,350343,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1316,1860,1502,0,0,0,0,0,289051,3141,173178,22176,
22-03 22:08:29,3.526,1.637,94.584,0.252,0,0,0,0,0,0,17,0,0.390,4.910,3.850,3407204352,1932939264,193658880,10595725312,921,292,0,0,0,0,0,1835008,1021571072,1179,1945,0,13152,350351,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,139,232,7078,0,0,0,0,0,289051,3141,179530,22176,
22-03 22:08:30,4.912,2.393,92.443,0.252,0,0,221184,0,0,0,44,0,0.390,4.910,3.850,3407884288,1932259328,193667072,10596241408,27048,6258,0,0,8,0,24,1835008,1021571072,1723,4317,0,13152,350346,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,1313,1646,1492,0,0,0,0,0,289051,3141,179364,22176,
22-03 22:08:31,4.918,1.765,93.190,0.126,0,0,0,0,0,0,81,0,0.360,4.830,3.830,3337850880,2002194432,193667072,10595815424,20828,5980,0,0,0,0,0,1835008,1021571072,1406,2863,0,13152,350356,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,10,0,17,7,56,874,54,820,0,320,306,17228,0,0,0,0,0,289051,3141,196376,22176,
22-03 22:08:32,3.401,2.267,94.081,0.252,0,0,17801216,0,0,0,26,0,0.360,4.830,3.830,3339681792,2000375808,193667072,10596085760,1886,1234,1,0,0,0,630,1835008,1021571072,1660,5670,0,13152,350356,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,11,0,10,0,17,7,56,874,54,820,0,24,2627,2547,0,0,0,0,0,289051,3141,195940,22176,
22-03 22:08:33,3.413,1.770,94.817,0,0,0,0,0,0,0,14,0,0.360,4.830,3.830,3340128256,1999994880,193667072,10596384768,80,40,0,0,8,0,0,1835008,1021571072,1317,3032,0,13152,350365,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1551,1595,1567,0,0,0,0,0,289051,3141,195913,22176,
22-03 22:08:34,3.509,1.253,95.113,0.125,0,0,0,0,0,0,16,0,0.360,4.830,3.830,3339001856,2001121280,193667072,10595860480,0,0,2,0,0,0,0,1835008,1021571072,1100,1832,0,13152,350364,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,4,105,229,0,0,0,0,0,289051,3141,196176,22176,
22-03 22:08:35,4.517,2.008,93.350,0.125,0,0,1843200,0,0,0,19,0,0.360,4.830,3.830,3338874880,2001235968,193675264,10597195776,167,187,0,0,8,0,32,1835008,1021571072,1408,3269,0,13152,350366,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1529,2031,1635,0,0,0,0,0,289051,3141,196141,22176,
22-03 22:08:36,3.409,1.263,95.202,0.126,0,0,229376,0,0,0,24,0,0.330,4.750,3.800,3337482240,2002579456,193691648,10596139008,696,842,0,0,0,0,40,1835008,1021571072,1252,2072,0,13152,350364,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,82,168,545,0,0,0,0,0,289051,3141,196520,22176,
22-03 22:08:37,3.904,1.511,94.584,0,0,0,0,0,0,0,55,0,0.330,4.750,3.800,3339042816,2001039360,193691648,10596401152,0,0,0,0,0,0,0,1835008,1021571072,1291,2210,0,13152,350365,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,73,274,134,0,0,0,0,0,289051,3141,196156,22176,
22-03 22:08:38,3.880,1.627,94.368,0.125,0,0,0,0,0,0,17,0,0.330,4.750,3.800,3338502144,2001580032,193691648,10596134912,86,106,0,0,9,0,0,1835008,1021571072,1283,3074,0,13152,350364,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1756,1543,1679,0,0,0,0,0,289051,3141,196226,22176,
22-03 22:08:39,3.894,1.633,94.472,0,0,0,0,0,0,0,15,0,0.330,4.750,3.800,3318497280,2021486592,193691648,10596499456,0,0,1,0,0,0,0,1835008,1021571072,1210,1889,0,13152,350375,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,379,437,6106,0,0,0,0,0,289051,3141,201148,22176,
22-03 22:08:40,4.025,1.887,93.962,0.126,0,0,0,0,0,0,16,0,0.330,4.750,3.800,3317698560,2022285312,193691648,10596233216,82,0,0,0,8,0,0,1835008,1021571072,1452,3272,0,13152,350384,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1495,1624,1767,0,0,0,0,0,289051,3141,201407,22176,
22-03 22:08:41,3.894,1.508,94.347,0.251,0,0,0,0,0,0,15,0,0.300,4.670,3.780,3318657024,2021285888,193691648,10597588992,0,358,0,0,0,0,0,1835008,1021571072,1094,1827,0,13152,350386,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,74,517,122,0,0,0,0,0,289051,3141,201099,22176,
22-03 22:08:42,4.156,1.385,94.207,0.252,0,0,0,0,0,0,38,0,0.300,4.670,3.780,3318657024,2021285888,193691648,10596257792,16512,6001,1,0,0,0,0,1835008,1021571072,1272,2731,0,13152,350385,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,27,197,564,0,0,0,0,0,289051,3141,201051,22176,
22-03 22:08:43,4.288,2.018,93.317,0.378,0,0,196608,0,0,0,52,0,0.300,4.670,3.780,3320299520,2020175872,193699840,10595999744,1096,402,0,0,8,0,18,1835008,1021571072,1484,3298,0,13152,350317,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1539,1568,1582,0,0,0,0,0,289051,3141,200828,22176,
22-03 22:08:44,4.282,1.008,94.710,0,0,0,0,0,0,0,18,0,0.300,4.670,3.780,3320356864,2020175872,193699840,10595938304,119,170,0,0,0,0,0,1835008,1021571072,1090,1817,0,13152,350317,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,25,110,129,0,0,0,0,0,289051,3141,200766,22176,
22-03 22:08:45,4.517,2.133,93.225,0.125,0,0,0,0,0,0,19,0,0.300,4.670,3.780,3320832000,2020487168,193699840,10594885632,240,0,0,0,8,0,0,1835008,1021571072,1412,3265,0,13152,350250,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1369,1436,1776,0,0,0,0,0,289051,3141,200900,22176,
22-03 22:08:46,3.535,1.389,95.076,0,0,0,0,0,0,0,18,0,0.280,4.590,3.760,3239477248,2101932032,193699840,10595061760,167,545,8,0,0,0,0,1835008,1021571072,1123,1886,0,13152,350261,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,933,1253,20572,0,0,0,0,0,289051,3141,220788,22176,
22-03 22:08:47,3.652,1.134,94.962,0.252,0,0,0,0,0,0,20,0,0.280,4.590,3.760,3239366656,2102042624,193699840,10594795520,717,0,1,0,0,0,0,1835008,1021571072,1171,1883,0,13152,350270,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,424,317,454,0,0,0,0,0,289051,3141,220815,22176,
22-03 22:08:48,4.266,2.133,93.225,0.376,0,0,0,0,0,0,16,0,0.280,4.590,3.760,3239583744,2101784576,193699840,10596151296,175,0,3,0,8,0,0,1835008,1021571072,1268,3043,0,13152,350272,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1339,1800,1409,0,0,0,0,0,289051,3141,220690,22176,
22-03 22:08:49,3.535,1.389,94.823,0.253,0,0,483328,0,0,0,34,0,0.280,4.590,3.760,3240255488,2101100544,193712128,10594578432,0,0,0,0,0,0,34,1835008,1021571072,1136,1912,0,13152,350270,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,73,185,561,0,0,0,0,0,289051,3141,220585,22176,
22-03 22:08:50,3.909,1.639,94.325,0.126,0,0,0,0,0,0,16,0,0.280,4.590,3.760,3240202240,2101153792,193712128,10595102720,167,0,0,0,8,0,0,1835008,1021571072,1397,3290,0,13152,350271,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1283,1569,1420,0,0,0,0,0,289051,3141,220598,22176,
