"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all_with_default_time.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
4.193,1.271,94.409,0.127,0,0,0,0,0,0,17,0,0.540,5.420,3.970,3405778944,1934671872,193589248,10595737600,167,187,0,0,0,0,0,1835008,1021571072,2077,3495,0,13120,350076,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,6,0,17,7,56,876,54,822,0,114,1096,1141,0,0,0,0,0,289051,3141,179953,22176,
5.290,2.519,92.191,0,0,0,0,0,0,0,27,0,0.540,5.420,3.970,3392671744,1947774976,193589248,10595999744,1208,2918,1,0,8,0,0,1835008,1021571072,2417,5635,0,13120,350087,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,7,0,17,7,56,876,54,822,0,1327,2352,7124,0,0,0,0,0,289051,3141,183152,22176,
5.535,2.390,91.950,0.126,0,0,0,0,0,0,54,0,0.540,5.420,3.970,3393302528,1947103232,193589248,10595516416,31828,8462,1,0,4,0,0,1835008,1021571072,2413,5041,0,13152,350090,0,0,6,56,12,10,58,0,1078,19,20,0,0,7,12,1,8,0,17,7,56,876,54,822,0,1526,2331,2341,0,0,0,0,0,289051,3141,183121,22176,
3.531,2.270,94.199,0,0,0,0,0,0,0,21,0,0.540,5.420,3.970,3393232896,1947168768,193589248,10595979264,1330,1612,0,0,4,0,0,1835008,1021571072,2137,4281,0,13152,350084,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,59,1093,936,0,0,0,0,0,289051,3141,183004,22176,
4.403,1.761,93.208,0.629,0,0,7659520,0,0,0,16,0,0.490,5.330,3.950,3393327104,1946976256,193589248,10596167680,0,0,1,0,0,0,654,1835008,1021571072,1415,2905,0,13152,350094,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,416,1415,1295,0,0,0,0,0,289051,3141,182957,22176,
4.551,2.149,93.173,0.126,0,0,499712,0,0,0,44,0,0.490,5.330,3.950,3394527232,1945665536,193597440,10597318656,0,0,1,0,9,0,22,1835008,1021571072,1536,4252,0,13152,350098,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1909,1930,1534,0,0,0,0,0,289051,3141,182637,22176,
4.619,2.497,92.634,0.250,0,0,253952,0,0,0,16,0,0.490,5.330,3.950,3395039232,1945153536,193613824,10597302272,0,0,0,0,8,0,40,1835008,1021571072,1489,3167,0,13152,350095,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1553,1443,1818,0,0,0,0,0,289051,3141,182903,22176,
3.531,1.639,94.830,0,0,0,0,0,0,0,16,0,0.490,5.330,3.950,3393196032,1946976256,193613824,10596274176,0,358,0,0,0,0,0,1835008,1021571072,1126,1886,0,13152,350094,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,22,239,130,0,0,0,0,0,289051,3141,182957,22176,
3.396,2.642,93.836,0.126,0,0,0,0,0,0,15,0,0.490,5.330,3.950,3237175296,2102956032,193613824,10596315136,119,0,0,0,8,0,0,1835008,1021571072,1440,3225,0,13152,350104,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,1537,1753,50495,0,0,0,0,0,289051,3141,220978,22176,
3.899,1.384,94.717,0,0,0,0,0,0,0,17,0,0.450,5.240,3.930,3237421056,2102710272,193613824,10596315136,167,187,0,0,0,0,0,1835008,1021571072,1141,1851,0,13152,350104,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,29,262,117,0,0,0,0,0,289051,3141,220978,22176,
4.660,1.889,93.325,0.126,0,0,0,0,0,0,15,0,0.450,5.240,3.930,3236503552,2110283776,193613824,10589659136,0,0,0,0,0,0,0,1835008,1021571072,1207,2109,0,13152,348984,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,258,157,2555,0,0,0,0,0,289051,3141,223022,22176,
4.419,1.641,93.561,0.379,0,0,1736704,0,0,0,48,0,0.450,5.240,3.930,3239137280,2107629568,193626112,10590711808,0,0,0,0,8,0,26,1835008,1021571072,1599,3336,0,13152,348995,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,7,0,17,7,56,874,54,820,0,1420,2153,1762,0,0,0,0,0,289051,3141,222179,22176,
4.277,1.761,93.836,0.126,0,0,0,0,0,0,21,0,0.450,5.240,3.930,3239301120,2107371520,193626112,10590806016,1130,2812,0,0,0,0,0,1835008,1021571072,1265,2690,0,13152,348996,0,0,6,56,12,10,58,0,1076,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,102,205,568,0,0,0,0,0,289051,3141,222116,22176,
4.517,2.008,93.476,0,0,0,0,0,0,0,34,0,0.450,5.240,3.930,3238707200,2108547072,193626112,10588651520,16161,3446,0,0,8,0,0,1835008,1021571072,1381,3332,0,13152,348925,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1286,1407,1561,0,0,0,0,0,289051,3141,222403,22176,
4.506,1.502,93.867,0.125,0,0,0,0,0,0,27,0,0.500,5.170,3.910,3239223296,2108030976,193626112,10588917760,1128,930,0,0,0,0,0,1835008,1021571072,1170,1952,0,13152,348926,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,249,250,125,0,0,0,0,0,289051,3141,222277,22176,
3.522,1.635,94.717,0.126,0,0,0,0,0,0,17,0,0.500,5.170,3.910,3239223296,2108030976,193626112,10589175808,167,187,0,0,0,0,0,1835008,1021571072,1120,1865,0,13152,348936,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,260,351,335,0,0,0,0,0,289051,3141,222277,22176,
4.035,1.892,93.821,0.252,0,0,0,0,0,0,14,0,0.500,5.170,3.910,3239694336,2107518976,193626112,10589216768,0,0,1,0,8,0,0,1835008,1021571072,1343,3145,0,13152,348936,0,0,6,56,12,10,58,0,1076,18,21,0,0,7,12,0,8,0,17,8,56,874,54,820,0,1366,1534,1415,0,0,0,0,0,289051,3141,222152,22176,
3.894,2.010,93.844,0.251,0,0,417792,0,0,0,59,0,0.500,5.170,3.910,3240169472,2107043840,193638400,10589204480,960,817,0,0,1,0,34,1835008,1021571072,1436,2367,0,13152,348936,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,323,466,594,0,0,0,0,0,289051,3141,222167,22176,
4.408,1.763,93.703,0.126,0,0,0,0,0,0,17,0,0.500,5.170,3.910,3241418752,2105782272,193638400,10590023680,0,358,2,0,8,0,0,1835008,1021571072,1357,3044,0,13152,348937,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1518,1794,1395,0,0,0,0,0,289051,3141,221728,22176,
4.408,1.763,93.829,0,0,0,0,0,0,0,15,0,0.460,5.080,3.890,3242074112,2105036800,193638400,10590355456,0,0,0,0,0,0,0,1835008,1021571072,1243,2152,0,13152,348947,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,99,226,1143,0,0,0,0,0,289051,3141,221937,22176,
3.666,1.138,95.070,0.126,0,0,4112384,0,0,0,14,0,0.460,5.080,3.890,3241406464,2105700352,193638400,10589310976,0,0,0,0,0,0,606,1835008,1021571072,1306,2600,0,13152,348946,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,74,790,658,0,0,0,0,0,289051,3141,221708,22176,
4.397,1.759,93.719,0.126,0,0,0,0,0,0,16,0,0.460,5.080,3.890,3241832448,2105274368,193638400,10589310976,0,0,0,0,8,0,0,1835008,1021571072,1287,3085,0,13152,348946,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1321,1432,1525,0,0,0,0,0,289051,3141,221604,22176,
4.881,1.627,93.367,0.125,0,0,344064,0,0,0,14,0,0.460,5.080,3.890,3243819008,2102767616,193646592,10589564928,0,0,0,0,0,0,28,1835008,1021571072,1358,2696,0,13152,348975,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1323,1713,818,0,0,0,0,0,289051,3141,220950,22176,
5.296,1.639,92.938,0.126,0,0,0,0,0,0,58,0,0.460,5.080,3.890,3243671552,2102902784,193646592,10589835264,15817,5374,0,0,8,0,0,1835008,1021571072,1592,4114,0,13152,348975,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,1330,1474,1619,0,0,0,0,0,289051,3141,221025,22176,
3.522,1.384,95.094,0,0,0,0,0,0,0,22,0,0.420,5,3.870,3244122112,2102444032,193646592,10589319168,1444,924,0,0,0,0,0,1835008,1021571072,1153,1896,0,13152,348974,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,98,144,119,0,0,0,0,0,289051,3141,220913,22176,
3.287,1.770,94.817,0.126,0,0,0,0,0,0,14,0,0.420,5,3.870,3244281856,2102247424,193646592,10590928896,0,0,0,0,0,0,0,1835008,1021571072,1299,2177,0,13184,348986,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,6,537,688,0,0,0,0,0,289051,3141,220865,22176,
4.146,1.884,93.719,0.251,0,0,0,0,0,0,19,0,0.420,5,3.870,3241861120,2104659968,193646592,10590937088,0,0,1,0,8,0,0,1835008,1021571072,1340,3081,0,13184,348985,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,2613,3000,4634,0,0,0,0,0,289051,3141,222956,22176,
5.808,2.525,90.909,0.758,0,0,2523136,0,0,0,15,0,0.420,5,3.870,3431346176,1908903936,193658880,10596143104,0,0,0,0,0,0,40,1835008,1021571072,2142,35651,0,13216,350054,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,53795,75485,23168,0,0,0,0,0,289051,3141,173662,22176,
4.266,2.384,93.350,0,0,0,0,0,0,0,13,0,0.420,5,3.870,3431862272,1908387840,193658880,10596143104,119,358,0,0,8,0,0,1835008,1021571072,1410,3193,0,13184,350339,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,1340,4709,4841,0,0,0,0,0,289051,3141,173423,22176,
3.522,1.635,94.717,0.126,0,0,0,0,0,0,58,0,0.390,4.910,3.850,3433283584,1906921472,193658880,10596188160,209,187,0,0,1,0,0,1835008,1021571072,1244,1991,0,13152,350349,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,614,571,265,0,0,0,0,0,289051,3141,173178,22176,
4.266,1.380,94.354,0,0,0,0,0,0,0,15,0,0.390,4.910,3.850,3433541632,1906663424,193658880,10596188160,0,0,1,0,0,0,0,1835008,1021571072,1244,2052,0,13152,350349,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,253,113,235,0,0,0,0,0,289051,3141,173245,22176,
4.293,2.146,93.434,0.126,0,0,0,0,0,0,35,0,0.390,4.910,3.850,3433271296,1906921472,193658880,10597249024,15857,5658,0,0,8,0,0,1835008,1021571072,1598,4184,0,13152,350343,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,1316,1861,1499,0,0,0,0,0,289051,3141,173178,22176,
3.648,1.635,94.465,0.252,0,0,0,0,0,0,21,0,0.390,4.910,3.850,3407761408,1932382208,193658880,10597298176,1330,980,1,0,0,0,0,1835008,1021571072,1140,1880,0,13152,350353,0,0,6,56,12,10,58,0,1077,18,20,0,0,7,12,0,8,0,17,7,56,874,54,820,0,139,235,7083,0,0,0,0,0,289051,3141,179529,22176,
4.918,2.270,92.560,0.252,0,0,221184,0,0,0,39,0,0.390,4.910,3.850,3408142336,1932001280,193667072,10596241408,16477,5794,0,0,8,0,24,1835008,1021571072,1655,4197,0,13152,350346,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,9,0,17,7,56,874,54,820,0,1313,1649,1495,0,0,0,0,0,289051,3141,179301,22176,
4.792,1.892,93.190,0.126,0,0,0,0,0,0,43,0,0.360,4.830,3.830,3338629120,2001416192,193667072,10596339712,31399,6444,1,0,0,0,0,1835008,1021571072,1466,3009,0,13152,350357,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,12,0,10,0,17,7,56,874,54,820,0,320,301,17224,0,0,0,0,0,289051,3141,196378,22176,
3.657,2.144,93.947,0.252,0,0,17801216,0,0,0,68,0,0.360,4.830,3.830,3339681792,2000375808,193667072,10595819520,1886,1234,0,0,0,0,630,1835008,1021571072,1713,5759,0,13152,350355,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,11,0,10,0,17,7,56,874,54,820,0,24,2634,2552,0,0,0,0,0,289051,3141,195994,22176,
3.405,1.765,94.830,0,0,0,0,0,0,0,15,0,0.360,4.830,3.830,3340128256,1999994880,193667072,10596384768,80,40,1,0,8,0,0,1835008,1021571072,1305,2980,0,13152,350365,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1551,1588,1561,0,0,0,0,0,289051,3141,195901,22176,
3.513,1.380,94.981,0.125,0,0,0,0,0,0,15,0,0.360,4.830,3.830,3339812864,2000310272,193667072,10596384768,0,0,0,0,0,0,0,1835008,1021571072,1113,1872,0,13152,350365,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,4,112,236,0,0,0,0,0,289051,3141,196176,22176,
4.271,1.884,93.719,0.126,0,0,1843200,0,0,0,19,0,0.360,4.830,3.830,3338874880,2001235968,193675264,10597195776,167,187,0,0,8,0,32,1835008,1021571072,1341,3116,0,13152,350366,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1529,2030,1635,0,0,0,0,0,289051,3141,196204,22176,
3.531,1.261,95.082,0.126,0,0,229376,0,0,0,24,0,0.330,4.750,3.800,3339083776,2000977920,193691648,10597470208,696,842,0,0,0,0,40,1835008,1021571072,1287,2174,0,13152,350366,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,82,162,539,0,0,0,0,0,289051,3141,196532,22176,
3.899,1.509,94.591,0,0,0,0,0,0,0,16,0,0.330,4.750,3.800,3338784768,2001297408,193691648,10596401152,0,0,0,0,0,0,0,1835008,1021571072,1277,2191,0,13152,350365,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,73,276,135,0,0,0,0,0,289051,3141,196219,22176,
3.755,1.752,94.368,0.125,0,0,0,0,0,0,57,0,0.330,4.750,3.800,3339034624,2001047552,193691648,10596401152,86,106,0,0,8,0,0,1835008,1021571072,1286,3030,0,13152,350365,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1756,1545,1682,0,0,0,0,0,289051,3141,196288,22176,
4.141,1.631,94.228,0,0,0,0,0,0,0,14,0,0.330,4.750,3.800,3318497280,2021486592,193691648,10596499456,0,0,0,0,1,0,0,1835008,1021571072,1220,1948,0,13152,350375,0,0,6,56,12,10,58,0,1076,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,379,438,6106,0,0,0,0,0,289051,3141,201148,22176,
3.899,1.887,94.088,0.126,0,0,0,0,0,0,15,0,0.330,4.750,3.800,3318231040,2021752832,193691648,10596499456,0,0,0,0,8,0,0,1835008,1021571072,1442,3236,0,13152,350385,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1495,1624,1767,0,0,0,0,0,289051,3141,201343,22176,
3.894,1.508,94.347,0.251,0,0,0,0,0,0,17,0,0.300,4.670,3.780,3318657024,2021285888,193691648,10597588992,82,358,0,0,0,0,0,1835008,1021571072,1120,1873,0,13152,350386,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,74,513,118,0,0,0,0,0,289051,3141,201099,22176,
4.288,1.387,94.073,0.252,0,0,0,0,0,0,37,0,0.300,4.670,3.780,3318657024,2021285888,193691648,10597588992,16393,5835,0,0,0,0,0,1835008,1021571072,1254,2744,0,13152,350387,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,27,191,559,0,0,0,0,0,289051,3141,201099,22176,
3.914,2.020,93.687,0.379,0,0,196608,0,0,0,40,0,0.300,4.670,3.780,3320082432,2019860480,193699840,10596007936,1215,568,0,0,8,0,18,1835008,1021571072,1479,3252,0,13152,350384,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1539,1573,1441,0,0,0,0,0,289051,3141,200828,22176,
4.408,1.008,94.584,0,0,0,0,0,0,0,29,0,0.300,4.670,3.780,3320356864,2020175872,193699840,10595938304,0,170,0,0,0,0,0,1835008,1021571072,1105,1846,0,13152,350317,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,25,114,276,0,0,0,0,0,289051,3141,200828,22176,
4.631,2.128,93.116,0.125,0,0,0,0,0,0,20,0,0.300,4.670,3.780,3320832000,2020487168,193699840,10595151872,359,0,0,0,8,0,0,1835008,1021571072,1351,3141,0,13152,350251,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1369,1432,1773,0,0,0,0,0,289051,3141,200904,22176,
3.422,1.267,95.311,0,0,0,0,0,0,0,19,0,0.280,4.590,3.760,3239477248,2101932032,193699840,10595061760,167,545,1,0,0,0,0,1835008,1021571072,1162,2019,0,13152,350261,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,933,1252,20571,0,0,0,0,0,289051,3141,220788,22176,
3.774,1.258,94.717,0.252,0,0,0,0,0,0,19,0,0.280,4.590,3.760,3239366656,2102042624,193699840,10595061760,717,0,0,0,0,0,0,1835008,1021571072,1177,1902,0,13152,350271,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,424,326,464,0,0,0,0,0,289051,3141,220815,22176,
4.261,1.880,93.484,0.376,0,0,0,0,0,0,16,0,0.280,4.590,3.760,3239583744,2101784576,193699840,10596151296,175,0,0,0,8,0,0,1835008,1021571072,1263,3014,0,13152,350272,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1339,1798,1407,0,0,0,0,0,289051,3141,220752,22176,
3.540,1.264,94.943,0.253,0,0,483328,0,0,0,15,0,0.280,4.590,3.760,3240026112,2101329920,193712128,10596151296,0,0,0,0,0,0,34,1835008,1021571072,1102,1910,0,13152,350272,0,0,6,56,12,10,58,0,1076,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,73,183,560,0,0,0,0,0,289051,3141,220641,22176,
3.783,1.892,94.199,0.126,0,0,0,0,0,0,36,0,0.280,4.590,3.760,3240255488,2101100544,193712128,10595102720,167,0,0,0,8,0,0,1835008,1021571072,1369,3189,0,13152,350271,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1273,1559,1420,0,0,0,0,0,289051,3141,220598,22176,
3.774,1.509,94.717,0,0,0,0,0,0,0,18,0,0.250,4.520,3.740,3240890368,2100457472,193712128,10595110912,396,446,0,0,1,0,0,1835008,1021571072,1275,2136,0,13152,350271,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,567,256,374,0,0,0,0,0,289051,3141,220428,22176,
3.413,1.138,95.322,0.126,0,0,0,0,0,0,18,0,0.250,4.520,3.740,3243749376,2104254464,193712128,10588196864,0,358,0,0,0,0,0,1835008,1021571072,1179,1881,0,13152,349151,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,43,269,1967,0,0,0,0,0,289051,3141,221355,22176,
5.177,2.146,92.424,0.253,0,0,0,0,0,0,38,0,0.250,4.520,3.740,3244032000,2103955456,193712128,10588454912,16385,5814,0,0,8,0,0,1835008,1021571072,1457,3987,0,13152,349151,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1366,1463,1602,0,0,0,0,0,289051,3141,221345,22176,
5.025,1.131,93.342,0.503,0,0,3743744,0,0,0,17,0,0.250,4.520,3.740,3242926080,2104496128,193716224,10589822976,876,126,0,0,0,0,534,1835008,1021571072,1550,3151,0,13152,349178,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,810,2155,965,0,0,0,0,0,289051,3141,221414,22176,
3.774,2.390,93.711,0.126,0,0,1613824,0,0,0,15,0,0.250,4.520,3.740,3243122688,2104238080,193728512,10590113792,0,0,0,0,8,0,34,1835008,1021571072,1428,3236,0,13152,349178,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,1533,1611,1980,0,0,0,0,0,289051,3141,221820,22176,
3.899,1.258,94.843,0,0,0,0,0,0,0,41,0,0.230,4.440,3.720,3241963520,2105397248,193728512,10588540928,0,0,0,0,0,0,0,1835008,1021571072,1250,2017,0,13152,349176,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,29,125,137,0,0,0,0,0,289051,3141,221515,22176,
3.662,0.884,95.202,0.253,0,0,73728,0,0,0,16,0,0.230,4.440,3.720,3242680320,2104680448,193736704,10589057024,0,358,0,0,2,0,16,1835008,1021571072,1162,1944,0,13152,349177,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,10,1,17,7,56,874,54,820,0,101,277,127,0,0,0,0,0,289051,3141,221459,22176,
4.025,1.635,94.340,0,0,0,0,0,0,0,15,0,0.230,4.440,3.720,3242672128,2104680448,193736704,10589065216,0,0,1,0,4,0,0,1835008,1021571072,1169,2627,0,13152,349185,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1301,1416,1534,0,0,0,0,0,289051,3141,221459,22176,
3.885,1.253,94.612,0.251,0,0,180224,0,0,0,15,0,0.230,4.440,3.720,3243655168,2103652352,193744896,10589102080,0,0,0,0,4,0,22,1835008,1021571072,1241,2424,0,13152,349187,0,0,6,56,12,10,58,0,1076,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,261,284,144,0,0,0,0,0,289051,3141,221208,22176,
3.793,1.138,95.070,0,0,0,0,0,0,0,13,0,0.230,4.440,3.720,3243655168,2103652352,193744896,10589007872,0,0,0,0,8,0,0,1835008,1021571072,1347,3234,0,13152,349186,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1315,1431,1566,0,0,0,0,0,289051,3141,221208,22176,
4.397,1.131,94.347,0.126,0,0,0,0,0,0,19,0,0.210,4.370,3.700,3243790336,2103422976,193744896,10590216192,424,0,0,0,0,0,0,1835008,1021571072,1253,2094,0,13152,349207,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,390,859,611,0,0,0,0,0,289051,3141,221152,22176,
3.924,1.899,94.051,0.127,0,0,327680,0,0,0,48,0,0.210,4.370,3.700,3244261376,2102910976,193753088,10590248960,0,0,0,0,8,0,10,1835008,1021571072,1411,4162,0,13152,349210,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,1470,1361,1736,0,0,0,0,0,289051,3141,221027,22176,
3.885,1.378,94.612,0.125,0,0,114688,0,0,0,11,0,0.210,4.370,3.700,3244195840,2102943744,193761280,10589224960,0,358,0,0,1,0,18,1835008,1021571072,1165,1966,0,13152,349209,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,8,1,17,7,56,874,54,820,0,901,559,416,0,0,0,0,0,289051,3141,221035,22176,
4.528,2.264,93.208,0,0,0,4571136,0,0,0,37,0,0.210,4.370,3.700,3241242624,2105896960,193761280,10589224960,16345,5814,0,0,8,0,504,1835008,1021571072,1533,4613,0,13152,349206,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1133,1892,2103,0,0,0,0,0,289051,3141,221756,22176,
4,2.250,93.625,0.125,0,0,0,0,0,0,19,0,0.210,4.370,3.700,3241730048,2105409536,193761280,10588966912,995,126,2,0,8,0,0,1835008,1021571072,1329,3139,0,13152,349206,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,1334,1540,1406,0,0,0,0,0,289051,3141,221637,22176,
3.880,1.126,94.994,0,0,0,0,0,0,0,17,0,0.200,4.290,3.680,3242491904,2104639488,193761280,10589233152,167,187,1,0,0,0,0,1835008,1021571072,1180,1926,0,13152,349206,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,31,137,244,0,0,0,0,0,289051,3141,221579,22176,
4.141,1.129,94.605,0.125,0,0,0,0,0,0,16,0,0.200,4.290,3.680,3241717760,2105413632,193761280,10588708864,0,0,2,0,0,0,0,1835008,1021571072,1199,1887,0,13152,349205,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,257,126,117,0,0,0,0,0,289051,3141,221638,22176,
4.025,1.258,94.214,0.503,0,0,360448,0,0,0,59,0,0.200,4.290,3.680,3242995712,2104127488,193769472,10590040064,0,358,0,0,0,0,16,1835008,1021571072,1175,1879,0,13152,349217,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,163,713,610,0,0,0,0,0,289051,3141,221324,22176,
7.421,3.522,88.931,0.126,0,0,2564096,0,0,0,15,0,0.200,4.290,3.680,3456991232,1883893760,193789952,10596495360,0,0,0,0,8,0,96,1835008,1021571072,3257,36223,0,13152,350287,0,0,6,56,12,10,58,0,1076,17,20,0,0,7,10,0,9,1,17,7,56,874,54,820,0,55785,77880,26583,0,0,0,0,0,289051,3141,167947,22176,
